date,symbol,side,quantity,entry_price,exit_price,weight,pnl,pnl_pct,holding_days,signal_alpha,regime,sector,trade_type
2021-01-11,SHRIRAMFIN,BUY,204,236.59085083007812,0,0.04834219856158197,0,0,0,1.55188536550897,1,Financials,REBALANCE
2021-01-11,VBL,SELL,68,86.91470336914062,0,0.03591903761668998,0,0,0,1.0896619819461069,1,FMCG,REBALANCE
2021-01-11,JUNIORBEES,BUY,164,357.260009765625,0,0.05891928425059062,0,0,0,1.94542259138441,1,Other,REBALANCE
2021-01-11,INDIGO,SELL,3,1729.3775634765625,0,0.04483774720868373,0,0,0,1.421496694702443,1,Aviation,REBALANCE
2021-01-11,NV20BEES,BUY,480,76.94999694824219,0,0.03699398841898839,0,0,0,1.129657220915282,1,Other,REBALANCE
2021-01-11,ASIANPAINT,BUY,11,2722.864990234375,0,0.03202208268093291,0,0,0,0.9446695913944757,1,Consumer Disc.,REBALANCE
2021-01-11,SRF,SELL,26,1161.164794921875,0,0.0,0,0,0,0.5951785333332777,1,Chemicals,REBALANCE
2021-01-11,BEL,BUY,234,40.537559509277344,0,0.046505279318507155,0,0,0,1.4835398594012967,1,Defence,REBALANCE
2021-01-11,TATAELXSI,SELL,2,1950.19970703125,0,0.050397642917609786,0,0,0,1.6283614067169068,1,IT,REBALANCE
2021-01-11,TATASTEEL,BUY,116,61.393489837646484,0,0.05551190411656206,0,0,0,1.8186455928500607,1,Metals,REBALANCE
2021-01-11,CHOLAFIN,SELL,13,426.1402587890625,0,0.06346036779230277,0,0,0,2.1143807715275598,1,Financials,REBALANCE
2021-01-11,ONGC,SELL,467,72.4247817993164,0,0.0,0,0,0,0.8172368220294002,1,Energy,REBALANCE
2021-01-11,DIXON,BUY,1,3067.12548828125,0,0.06915740005336797,0,0,0,2.3263478740408408,1,Capital Goods,REBALANCE
2021-01-11,BAJFINANCE,SELL,81,497.8141174316406,0,0.0,0,0,0,0.7018725954219602,1,Financials,REBALANCE
2021-01-11,COALINDIA,SELL,661,89.11186981201172,0,0.0,0,0,0,0.26228276539162176,1,Energy,REBALANCE
2021-01-18,SHRIRAMFIN,BUY,32,219.94708251953125,0,0.05553269485608683,0,0,0,1.8186455928500607,1,Financials,REBALANCE
2021-01-18,VBL,SELL,456,78.62351989746094,0,0.0,0,0,0,0.6744897501960817,1,FMCG,REBALANCE
2021-01-18,JUNIORBEES,SELL,35,353.760009765625,0,0.046507450993613565,0,0,0,1.4835398594012967,1,Other,REBALANCE
2021-01-18,INDIGO,SELL,3,1628.29833984375,0,0.039291111667718856,0,0,0,1.215598433913494,1,Aviation,REBALANCE
2021-01-18,DIVISLAB,BUY,1,3535.59130859375,0,0.038104672968057245,0,0,0,1.171546171302762,1,Pharma,REBALANCE
2021-01-18,NV20BEES,SELL,472,78.33999633789062,0,0.0,0,0,0,-0.5695756948964268,1,Other,REBALANCE
2021-01-18,ASIANPAINT,SELL,12,2479.934814453125,0,0.0,0,0,0,0.5443409149356104,1,Consumer Disc.,REBALANCE
2021-01-18,SRF,BUY,27,1143.9346923828125,0,0.03199431367044189,0,0,0,0.9446695913944757,1,Chemicals,REBALANCE
2021-01-18,BEL,SELL,145,40.95183181762695,0,0.04054473327034549,0,0,0,1.2621451766228082,1,Defence,REBALANCE
2021-01-18,DMART,SELL,18,2820.949951171875,0,0.0,0,0,0,0.7874226657008149,1,Retail,REBALANCE
2021-01-18,TATAELXSI,BUY,5,2250.369873046875,0,0.06349759087041076,0,0,0,2.1143807715275598,1,IT,REBALANCE
2021-01-18,TATASTEEL,SELL,117,60.76934051513672,0,0.04834816873319212,0,0,0,1.55188536550897,1,Metals,REBALANCE
2021-01-18,EICHERMOT,BUY,12,2724.1533203125,0,0.03387498959573313,0,0,0,1.0144987457841006,1,Auto,REBALANCE
2021-01-18,CHOLAFIN,SELL,25,418.54119873046875,0,0.05276159160117194,0,0,0,1.715754983683681,1,Financials,REBALANCE
2021-01-18,ITBEES,SELL,1264,26.799999237060547,0,0.0,0,0,0,-0.3993230673495512,1,Other,REBALANCE
2021-01-18,PERSISTENT,BUY,15,779.1705322265625,0,0.05040786187763481,0,0,0,1.6283614067169068,1,IT,REBALANCE
2021-01-18,ASTRAL,SELL,41,944.3732299804688,0,0.0,0,0,0,0.8172368220294002,1,Capital Goods,REBALANCE
2021-01-18,SBIN,BUY,110,280.3674621582031,0,0.031099082511003743,0,0,0,0.9114297858249173,1,Financials,REBALANCE
2021-01-18,BANKBEES,BUY,101,324.30999755859375,0,0.03291857979836124,0,0,0,0.9789873966457007,1,Other,REBALANCE
2021-01-18,DEEPAKNTR,BUY,16,1004.845947265625,0,0.05894712095370884,0,0,0,1.94542259138441,1,Chemicals,REBALANCE
2021-01-18,WIPRO,BUY,172,202.13357543945312,0,0.034867160399816514,0,0,0,1.0513378518266911,1,IT,REBALANCE
2021-01-18,GRASIM,BUY,41,1003.3721923828125,0,0.04187667447096057,0,0,0,1.311599883368101,1,Cement,REBALANCE
2021-01-25,SHRIRAMFIN,SELL,50,210.10513305664062,0,0.04483531378211428,0,0,0,1.421496694702443,1,Financials,REBALANCE
2021-01-25,JUNIORBEES,SELL,24,349.3999938964844,0,0.03809090248788203,0,0,0,1.171546171302762,1,Other,REBALANCE
2021-01-25,INDIGO,BUY,5,1639.5294189453125,0,0.04835358957787588,0,0,0,1.55188536550897,1,Aviation,REBALANCE
2021-01-25,SRF,SELL,30,1060.7567138671875,0,0.0,0,0,0,0.8477957612280971,1,Chemicals,REBALANCE
2021-01-25,BEL,BUY,146,40.614280700683594,0,0.046509424010748125,0,0,0,1.4835398594012967,1,Defence,REBALANCE
2021-01-25,DMART,BUY,13,2862.75,0,0.03927956455473849,0,0,0,1.215598433913494,1,Retail,REBALANCE
2021-01-25,TATAELXSI,BUY,2,2448.9404296875,0,0.06925090063600549,0,0,0,2.3263478740408408,1,IT,REBALANCE
2021-01-25,CHOLAFIN,BUY,14,416.6167297363281,0,0.05897239942521277,0,0,0,1.94542259138441,1,Financials,REBALANCE
2021-01-25,PERSISTENT,SELL,11,738.4686279296875,0,0.04186997053946219,0,0,0,1.311599883368101,1,IT,REBALANCE
2021-01-25,DIXON,SELL,2,2812.380859375,0,0.06353139574887069,0,0,0,2.1143807715275598,1,Capital Goods,REBALANCE
2021-01-25,BANKBEES,SELL,104,314.0799865722656,0,0.0,0,0,0,0.7582925569911514,1,Other,REBALANCE
2021-01-25,BAJFINANCE,BUY,69,487.0927734375,0,0.03385329531862781,0,0,0,1.0144987457841006,1,Financials,REBALANCE
2021-01-25,GRASIM,BUY,8,975.1567993164062,0,0.050417142731505236,0,0,0,1.6283614067169068,1,Cement,REBALANCE
2021-02-01,SHRIRAMFIN,BUY,59,235.79652404785156,0,0.058909374192871476,0,0,0,1.94542259138441,1,Financials,REBALANCE
2021-02-01,JUNIORBEES,SELL,114,332.7900085449219,0,0.0,0,0,0,-0.7582925569911514,1,Other,REBALANCE
